id	building_level	unit_group
#building_level_armed_citizenry_junctions_tables	1	db/building_level_armed_citizenry_junctions_tables/zzz_bloatgarr
1134063224		wh_main_vmp_inf_skeleton_warriors_0
1313380377		wh_main_vmp_inf_skeleton_warriors_0
1624268860		wh_main_vmp_inf_skeleton_warriors_0
1822464555		wh_main_vmp_inf_skeleton_warriors_0
493021947		wh_main_vmp_inf_skeleton_warriors_0
51796671		wh_main_vmp_inf_skeleton_warriors_0
1173317978		wh_main_vmp_inf_zombie
1345541032		wh_main_vmp_inf_zombie
1476761907		wh_main_vmp_inf_zombie
1730863954		wh_main_vmp_inf_zombie
2066289454		wh_main_vmp_inf_zombie
264501083		wh_main_vmp_inf_zombie
1336386986		wh_main_vmp_mon_fell_bats
1600651520		wh_main_vmp_mon_fell_bats
1683780737		wh_main_vmp_mon_fell_bats
2009247997		wh_main_vmp_mon_fell_bats
1229141102		wh_main_vmp_inf_skeleton_warriors_1
1406384638		wh_main_vmp_inf_skeleton_warriors_1
1537798108		wh_main_vmp_inf_skeleton_warriors_1
1583122804		wh_main_vmp_inf_skeleton_warriors_1
1647278530		wh_main_vmp_inf_skeleton_warriors_1
1655311597		wh_main_vmp_inf_skeleton_warriors_1
264128912		wh_main_vmp_inf_skeleton_warriors_1
428315557		wh_main_vmp_inf_skeleton_warriors_1
1337639347		wh_main_vmp_inf_zombie
1750182073		wh_main_vmp_inf_zombie
1874976379		wh_main_vmp_inf_zombie
1896562039		wh_main_vmp_inf_zombie
1017562842		wh_main_vmp_mon_fell_bats
1667868203		wh_main_vmp_mon_fell_bats
1886143225		wh_main_vmp_mon_fell_bats
1899386651		wh_main_vmp_mon_fell_bats
1723379589		wh_main_vmp_cha_vampire_0
1820089669		wh_main_vmp_cha_vampire_0
1119171242		wh_main_vmp_inf_crypt_ghouls
1156938735		wh_main_vmp_inf_crypt_ghouls
1479114710		wh_main_vmp_inf_crypt_ghouls
1672545959		wh_main_vmp_inf_crypt_ghouls
1715969114		wh_main_vmp_inf_crypt_ghouls
1727128043		wh_main_vmp_inf_crypt_ghouls
1760545826		wh_main_vmp_inf_crypt_ghouls
1925118485		wh_main_vmp_inf_crypt_ghouls
1289793887		wh_main_vmp_inf_zombie
1640112382		wh_main_vmp_inf_zombie
1797483513		wh_main_vmp_inf_zombie
1864945352		wh_main_vmp_inf_zombie
1312657340		wh_main_vmp_mon_fell_bats
1447363982		wh_main_vmp_mon_fell_bats
1535586561		wh_main_vmp_mon_fell_bats
1786127580		wh_main_vmp_mon_fell_bats
1104606283		wh_main_vmp_cha_vampire_0
1830286881		wh_main_vmp_cha_vampire_0
108992908		wh_main_vmp_inf_crypt_ghouls
1167374517		wh_main_vmp_inf_crypt_ghouls
1486388872		wh_main_vmp_inf_crypt_ghouls
184174201		wh_main_vmp_inf_crypt_ghouls
1040075891		wh_main_vmp_inf_grave_guard_0
1135225479		wh_main_vmp_inf_grave_guard_0
1369640800		wh_main_vmp_inf_grave_guard_0
1456420714		wh_main_vmp_inf_grave_guard_0
1636294247		wh_main_vmp_inf_grave_guard_0
1999136373		wh_main_vmp_inf_grave_guard_0
2085142246		wh_main_vmp_inf_grave_guard_0
421479048		wh_main_vmp_inf_grave_guard_0
1025896279		wh_main_vmp_mon_fell_bats
1230662135		wh_main_vmp_mon_fell_bats
166781867		wh_main_vmp_mon_fell_bats
1753208201		wh_main_vmp_mon_fell_bats
66480849		wh_main_vmp_cha_vampire_0
836859821		wh_main_vmp_cha_vampire_0
1107085708		wh_main_vmp_inf_crypt_ghouls
1162658130		wh_main_vmp_inf_crypt_ghouls
1476014206		wh_main_vmp_inf_crypt_ghouls
285801954		wh_main_vmp_inf_crypt_ghouls
1299591800		wh_main_vmp_inf_grave_guard_0
1529667519		wh_main_vmp_inf_grave_guard_0
1580244269		wh_main_vmp_inf_grave_guard_0
353738754		wh_main_vmp_inf_grave_guard_0
409172728		wh_main_vmp_inf_grave_guard_0
414545833		wh_main_vmp_inf_grave_guard_0
469263336		wh_main_vmp_inf_grave_guard_0
506929459		wh_main_vmp_inf_grave_guard_0
1564675033		wh_main_vmp_mon_vargheists
1685623568		wh_main_vmp_mon_vargheists
1987849361		wh_main_vmp_mon_vargheists
215687915		wh_main_vmp_mon_vargheists
1161500353		wh_main_vmp_inf_zombie
1277152778		wh_main_vmp_mon_fell_bats
1318026982		wh_main_vmp_mon_fell_bats
1340498793		wh_main_vmp_inf_skeleton_warriors_0
1405139720		wh_main_vmp_mon_fell_bats
1428262646		wh_main_vmp_inf_skeleton_warriors_0
1438374286		wh_main_vmp_mon_fell_bats
1439012751		wh_main_vmp_inf_zombie
1467240286		wh_main_vmp_inf_skeleton_warriors_0
1494979411		wh_main_vmp_inf_skeleton_warriors_0
1542288068		wh_main_vmp_inf_skeleton_warriors_0
1611139132		wh_main_vmp_inf_zombie
1682945853		wh_main_vmp_inf_zombie
1951885187		wh_main_vmp_inf_zombie
243081556		wh_main_vmp_inf_zombie
308742342		wh_main_vmp_inf_skeleton_warriors_0
1141861692		wh_main_vmp_mon_fell_bats
1409647840		wh_main_vmp_inf_skeleton_warriors_1
1479467424		wh_main_vmp_inf_skeleton_warriors_1
1493762397		wh_main_vmp_mon_fell_bats
1632851575		wh_main_vmp_inf_skeleton_warriors_1
1646600888		wh_main_vmp_inf_skeleton_warriors_1
1750015575		wh_main_vmp_mon_fell_bats
2010156614		wh_main_vmp_inf_zombie
316933976		wh_main_vmp_inf_zombie
564767550		wh_main_vmp_inf_skeleton_warriors_1
57838213		wh_main_vmp_inf_skeleton_warriors_1
601224635		wh_main_vmp_inf_skeleton_warriors_1
609431457		wh_main_vmp_inf_zombie
701806363		wh_main_vmp_mon_fell_bats
710997250		wh_main_vmp_inf_skeleton_warriors_1
840410801		wh_main_vmp_inf_zombie
1116950380		wh_main_vmp_inf_crypt_ghouls
1241742321		wh_main_vmp_mon_fell_bats
1319804240		wh_main_vmp_inf_zombie
1345288834		wh_main_vmp_inf_zombie
1350710124		wh_main_vmp_inf_crypt_ghouls
1351195873		wh_main_vmp_mon_fell_bats
1402368050		wh_main_vmp_cha_vampire_0
1611825287		wh_main_vmp_inf_crypt_ghouls
1735770032		wh_main_vmp_inf_zombie
1776182229		wh_main_vmp_cha_vampire_0
183198649		wh_main_vmp_mon_fell_bats
1864057733		wh_main_vmp_inf_crypt_ghouls
1882120702		wh_main_vmp_inf_crypt_ghouls
1934705157		wh_main_vmp_mon_fell_bats
2048400729		wh_main_vmp_inf_crypt_ghouls
2054890528		wh_main_vmp_inf_zombie
2133934411		wh_main_vmp_inf_crypt_ghouls
258204543		wh_main_vmp_inf_crypt_ghouls
1059012163		wh_main_vmp_inf_grave_guard_0
1074344311		wh_main_vmp_mon_fell_bats
1228402870		wh_main_vmp_inf_grave_guard_0
1374876763		wh_main_vmp_inf_grave_guard_0
1468763153		wh_main_vmp_inf_grave_guard_0
1498330958		wh_main_vmp_cha_vampire_0
1600332304		wh_main_vmp_inf_crypt_ghouls
162219855		wh_main_vmp_inf_grave_guard_0
1664726486		wh_main_vmp_mon_fell_bats
1841754632		wh_main_vmp_mon_fell_bats
1855626646		wh_main_vmp_cha_vampire_0
1884670483		wh_main_vmp_inf_crypt_ghouls
195990219		wh_main_vmp_inf_grave_guard_0
1963215790		wh_main_vmp_mon_fell_bats
1971305060		wh_main_vmp_inf_crypt_ghouls
2012164435		wh_main_vmp_inf_crypt_ghouls
2069268157		wh_main_vmp_inf_grave_guard_0
222789120		wh_main_vmp_inf_grave_guard_0
1039377194		wh_main_vmp_mon_vargheists
1123472159		wh_main_vmp_mon_vargheists
112608449		wh_main_vmp_inf_crypt_ghouls
1373209252		wh_main_vmp_mon_vargheists
1388778230		wh_main_vmp_inf_grave_guard_0
1390478348		wh_main_vmp_mon_vargheists
1418290244		wh_main_vmp_inf_grave_guard_0
1538538641		wh_main_vmp_inf_grave_guard_0
1631385233		wh_main_vmp_inf_grave_guard_0
164567144		wh_main_vmp_inf_crypt_ghouls
1805181131		wh_main_vmp_inf_crypt_ghouls
1880540144		wh_main_vmp_cha_vampire_0
1916334840		wh_main_vmp_inf_crypt_ghouls
261016404		wh_main_vmp_inf_grave_guard_0
274455082		wh_main_vmp_inf_grave_guard_0
401689511		wh_main_vmp_cha_vampire_0
419138377		wh_main_vmp_inf_grave_guard_0
524439333		wh_main_vmp_inf_grave_guard_0
