id	building_level	unit_group
#building_level_armed_citizenry_junctions_tables;1;db/building_level_armed_citizenry_junctions_tables/zzz_kislev_forts		
3012044	wh2_main_special_empire_fort_untainted_1	wh_main_emp_inf_swordsmen
3012045	wh2_main_special_empire_fort_untainted_1	wh_main_emp_inf_swordsmen
3012046	wh2_main_special_empire_fort_untainted_1	wh_main_emp_inf_swordsmen
3012047	wh2_main_special_empire_fort_untainted_1	wh_main_emp_inf_swordsmen
3012048	wh2_main_special_empire_fort_untainted_1	wh_main_emp_inf_swordsmen
3012049	wh2_main_special_empire_fort_untainted_1	wh_main_emp_inf_crossbowmen
3012050	wh2_main_special_empire_fort_untainted_1	wh_main_emp_inf_crossbowmen
3012051	wh2_main_special_empire_fort_untainted_1	wh_main_emp_inf_crossbowmen
3012052	wh2_main_special_empire_fort_untainted_1	wh_main_emp_inf_crossbowmen
3012053	wh2_main_special_empire_fort_untainted_1	wh_main_emp_cav_empire_knights
3012054	wh2_main_special_empire_fort_untainted_1	wh_main_emp_cav_empire_knights
3012055	wh2_main_special_empire_fort_untainted_1	wh_main_emp_art_mortar
3012056	wh2_main_special_empire_fort_untainted_2	wh_main_emp_inf_swordsmen
3012057	wh2_main_special_empire_fort_untainted_2	wh_main_emp_inf_swordsmen
3012058	wh2_main_special_empire_fort_untainted_2	wh_main_emp_inf_swordsmen
3012059	wh2_main_special_empire_fort_untainted_2	wh_main_emp_inf_swordsmen
3012060	wh2_main_special_empire_fort_untainted_2	wh_main_emp_inf_halberdiers
3012061	wh2_main_special_empire_fort_untainted_2	wh_main_emp_inf_crossbowmen
3012062	wh2_main_special_empire_fort_untainted_2	wh_main_emp_inf_crossbowmen
3012063	wh2_main_special_empire_fort_untainted_2	wh_main_emp_inf_crossbowmen
3012064	wh2_main_special_empire_fort_untainted_2	wh_main_emp_inf_crossbowmen
3012065	wh2_main_special_empire_fort_untainted_2	wh_main_emp_cav_empire_knights
3012066	wh2_main_special_empire_fort_untainted_2	wh_main_emp_cav_empire_knights
3012067	wh2_main_special_empire_fort_untainted_2	wh_main_emp_art_mortar
3012068	wh2_main_special_empire_fort_untainted_2	wh_main_emp_art_mortar
3012069	wh2_main_special_empire_fort_untainted_2	wh_main_emp_inf_halberdiers
3012070	wh2_main_special_empire_fort_untainted_3	wh_main_emp_inf_swordsmen
3012071	wh2_main_special_empire_fort_untainted_3	wh_main_emp_inf_swordsmen
3012072	wh2_main_special_empire_fort_untainted_3	wh_main_emp_inf_swordsmen
3012073	wh2_main_special_empire_fort_untainted_3	wh_main_emp_inf_swordsmen
3012074	wh2_main_special_empire_fort_untainted_3	wh_main_emp_inf_halberdiers
3012075	wh2_main_special_empire_fort_untainted_3	wh_main_emp_inf_crossbowmen
3012076	wh2_main_special_empire_fort_untainted_3	wh_main_emp_inf_crossbowmen
3012077	wh2_main_special_empire_fort_untainted_3	wh_main_emp_inf_crossbowmen
3012078	wh2_main_special_empire_fort_untainted_3	wh_main_emp_inf_crossbowmen
3012079	wh2_main_special_empire_fort_untainted_3	wh_main_emp_cav_empire_knights
3012080	wh2_main_special_empire_fort_untainted_3	wh_main_emp_cav_empire_knights
3012081	wh2_main_special_empire_fort_untainted_3	wh_main_emp_art_mortar
3012082	wh2_main_special_empire_fort_untainted_3	wh_main_emp_art_mortar
3012083	wh2_main_special_empire_fort_untainted_3	wh_main_emp_inf_halberdiers
3012084	wh2_main_special_empire_fort_untainted_3	wh_main_emp_inf_greatswords
3012085	wh2_main_special_empire_fort_untainted_3	wh_main_emp_inf_greatswords
3012086	wh2_main_special_empire_fort_untainted_4	wh_main_emp_inf_swordsmen
3012087	wh2_main_special_empire_fort_untainted_4	wh_main_emp_inf_swordsmen
3012088	wh2_main_special_empire_fort_untainted_4	wh_main_emp_inf_swordsmen
3012089	wh2_main_special_empire_fort_untainted_4	wh_main_emp_inf_swordsmen
3012090	wh2_main_special_empire_fort_untainted_4	wh_main_emp_inf_greatswords
3012091	wh2_main_special_empire_fort_untainted_4	wh_main_emp_inf_crossbowmen
3012092	wh2_main_special_empire_fort_untainted_4	wh_main_emp_inf_crossbowmen
3012093	wh2_main_special_empire_fort_untainted_4	wh_main_emp_inf_crossbowmen
3012094	wh2_main_special_empire_fort_untainted_4	wh_main_emp_inf_crossbowmen
3012095	wh2_main_special_empire_fort_untainted_4	wh_main_emp_cav_empire_knights
3012096	wh2_main_special_empire_fort_untainted_4	wh_main_emp_cav_empire_knights
3012097	wh2_main_special_empire_fort_untainted_4	wh_main_emp_art_mortar
3012098	wh2_main_special_empire_fort_untainted_4	wh_main_emp_art_mortar
3012099	wh2_main_special_empire_fort_untainted_4	wh_main_emp_inf_greatswords
3012100	wh2_main_special_empire_fort_untainted_4	wh_main_emp_inf_greatswords
3012101	wh2_main_special_empire_fort_untainted_4	wh_main_emp_inf_greatswords
3012102	wh2_main_special_empire_fort_untainted_4	wh_main_emp_inf_halberdiers
3012103	wh2_main_special_empire_fort_untainted_4	wh_main_emp_inf_halberdiers
3012104	wh2_main_special_empire_fort_untainted_5	wh_main_emp_inf_swordsmen
3012105	wh2_main_special_empire_fort_untainted_5	wh_main_emp_inf_swordsmen
3012106	wh2_main_special_empire_fort_untainted_5	wh_main_emp_inf_swordsmen
3012107	wh2_main_special_empire_fort_untainted_5	wh_main_emp_inf_swordsmen
3012108	wh2_main_special_empire_fort_untainted_5	wh_main_emp_inf_greatswords
3012109	wh2_main_special_empire_fort_untainted_5	wh_main_emp_inf_crossbowmen
3012110	wh2_main_special_empire_fort_untainted_5	wh_main_emp_inf_crossbowmen
3012111	wh2_main_special_empire_fort_untainted_5	wh_main_emp_inf_crossbowmen
3012112	wh2_main_special_empire_fort_untainted_5	wh_main_emp_inf_crossbowmen
3012113	wh2_main_special_empire_fort_untainted_5	wh_main_emp_cav_empire_knights
3012114	wh2_main_special_empire_fort_untainted_5	wh_main_emp_cav_empire_knights
3012115	wh2_main_special_empire_fort_untainted_5	wh_main_emp_art_mortar
3012116	wh2_main_special_empire_fort_untainted_5	wh_main_emp_art_mortar
3012117	wh2_main_special_empire_fort_untainted_5	wh_main_emp_inf_greatswords
3012118	wh2_main_special_empire_fort_untainted_5	wh_main_emp_inf_greatswords
3012119	wh2_main_special_empire_fort_untainted_5	wh_main_emp_inf_greatswords
3012120	wh2_main_special_empire_fort_untainted_5	wh_main_emp_inf_halberdiers
3012121	wh2_main_special_empire_fort_untainted_5	wh_main_emp_inf_halberdiers
3012122	wh2_main_special_empire_fort_untainted_5	wh_main_emp_art_mortar
3012123	wh2_main_special_empire_fort_untainted_5	wh_main_emp_veh_steam_tank
